likes,54992199,222103174,174501086,10330740,483787858,374628474,268536810,519585366,476714097,14110780,8047632,522653994
2024010311,59175710,149593077,56223113,417559161,159399101,22543910,23221200,30399794,10653015,143752555,53713782,46167419
2024010323,59180866,149709663,25540238,431417110,139960676,35562822,23226566,39767706,10653197,143757496,53714594,41197282
2024010411,45883817,173165872,56278997,431429267,140018263,22547251,13635030,30448745,10653289,136532250,53715273,41219642
2024010423,59183807,173238328,25589228,431481514,140269184,22548344,23234054,30481428,1169058,136558342,53716687,46267548
2024010511,59184560,173302921,56322600,417783848,140323888,22552443,23235805,30493168,10653853,136568217,53717349,41292842
2024010523,59185576,150087139,56352296,417858556,140500099,22553763,13661180,39829720,10654347,136578620,45715530,41349676
2024010611,59186244,173378179,56366720,431629549,159857280,22564005,23243500,39839502,1169956,143858434,53719504,41369228
2024010623,45888880,173413711,25691811,417987112,159923206,22582616,23251377,30583059,10655121,143890130,45719196,41420188
2024010711,45889543,173433910,25706956,418071393,140832021,22584557,13687980,30592323,10655364,143906058,45720068,41439317
2024010723,59189195,150498656,25741818,431814445,160032523,22586280,13706576,30611342,10655689,136645127,45720875,46412481
2024010811,59189950,150537039,56448687,431841093,140993033,22590776,23259867,39873236,10655894,136651048,53724600,46419658
2024010823,59190674,173520255,56473577,431900823,160132187,22591749,23262125,30672190,10656607,143931597,53724956,46437689
2024010911,45892710,150634796,56485738,431920829,141159448,22594665,13736411,39905069,10656883,143934753,53725233,46448223
2024010923,59191917,173589406,25832679,431968546,160266201,35574209,23267457,30730170,10657687,136664723,45723064,41580374
2024011011,59192538,173609063,25848386,418506281,141391833,22595606,23269844,39922911,1173714,136666957,45723472,46486807
2024011023,59193237,150839165,56564679,432095883,141555508,35575260,13775287,39937320,1175278,136672331,45725338,46516910
2024011111,45895193,150906727,56580487,418724675,141658864,35575689,23280474,39943225,1175870,143982802,53729204,41656775
2024011123,45896216,173705144,56609854,432196171,141780042,35576286,23285954,30853110,1176864,144002733,53730471,41681857
2024011211,59195442,173722692,56623678,418904926,160635136,22611999,23288823,39987220,10661825,136734843,45727522,41695231
2024011223,45902237,173754933,56651991,432293478,160709143,35577470,13822792,40009062,1178668,136742662,53731227,46596000
2024011311,59203381,151206975,56666500,419050796,160744556,22627352,23296930,40019654,1179021,136746032,45728120,46632937
2024011323,59205498,151261931,56695207,419142399,160813385,35579245,13848293,30962135,1180125,136751924,53731908,46667481
2024011411,59206156,151296285,26048695,419232879,160841594,22640438,23312641,40041032,10665144,136755584,53732335,46693091
2024011423,45909856,151371741,26080365,419333373,160912394,22641972,23317640,30997396,1181461,136761863,45729318,41879528
2024011511,59208813,151467783,56751816,432484107,160937103,35581858,23320101,31006179,10666259,144038823,53732967,41903906
2024011523,59209577,173877611,56792979,432537739,161014335,22649012,23322752,40073357,10666896,144041970,53733958,46767791
2024011611,45911657,151599127,26148957,432560753,142661277,22653190,13886261,40082079,1182590,136768197,53734148,42089541
2024011623,59210812,151724031,26179151,419628236,161153743,22653592,23329897,40097352,10667873,136770909,53734344,46807763
2024011711,59211251,174013625,56848558,432622051,142928232,22657034,23333281,31090223,10668227,136771992,53734544,42142536
2024011723,45913784,151924901,26214025,419754261,143067711,22658895,13916550,40133417,10669027,136774927,45732121,46837770
2024011811,59213478,152023026,56883406,419779037,161371619,22665013,23340930,40152961,10669346,144093667,53736021,42209407
2024011823,45919924,174316291,56909411,419911924,143313753,35584711,13934088,31195450,10669944,136842000,53736346,46866665
2024011911,59220964,174346910,26268576,420030654,161538312,22700144,13947153,40188867,10670121,144124940,45733152,46876378
2024011923,45924691,174419976,26300514,420142452,143496741,35585459,23355654,31234393,1186081,144132383,53738409,46900884
2024012011,59224131,174483452,56967178,432887349,161675121,22734719,13958173,31249704,10670855,144135590,53739257,46912991
2024012023,45927335,174617739,26344146,432926466,143714249,35585507,23362372,31270462,10671401,144139536,53740012,46967078
2024012111,59226292,152751928,26360267,420318402,143771952,35585414,13985560,31288739,10671716,144141476,45737166,46985013
2024012123,59227776,152883281,57045428,420427873,161869825,35585413,23367372,40257662,10672127,144145530,53740883,42496338
2024012211,45929768,152969540,26402068,420723284,143903849,35585414,23368593,31313652,10672285,144146981,53741057,47028027
2024012223,59228732,153126942,57083940,420778745,161981149,22804734,14016061,40280839,10672887,144150231,45744509,42528636
2024012311,45930789,153199868,26444622,420861294,144108489,22853295,14022676,31363757,10673229,136876312,53750945,42537565
2024012323,45931408,175018065,26481966,420938381,162119312,35585459,14029053,40317088,1189413,136879333,45753851,42556093
2024012411,59230525,153400186,57145774,433213527,162159394,35585465,14038447,31411055,1189815,136880226,53759548,47075326
2024012423,59232035,153512329,26525260,421140597,162245737,35585547,23385903,40352543,10675337,136882856,45761818,47087628
2024012511,59232706,153596646,26540968,421247941,162271830,22881893,23388239,31448457,1191123,136925352,53766215,47094913
2024012523,45939607,153710979,57229168,433435238,162347031,35585618,14066642,31474183,1191625,136947753,45763460,47110361
2024012611,59241713,175278663,57241902,421450692,144595672,22886420,23397290,31489652,1191862,144230519,53767382,42658231
2024012623,45946342,175344318,26632890,433550243,162458578,22886492,14089921,31519992,10677000,144238795,45765780,42694108
2024012711,45947095,154019240,57292702,421570547,162487159,35585783,14095542,31558144,10677199,144241795,53770015,42702124
2024012723,59247570,175462459,26677592,421707454,162569866,22891433,23412856,40486833,10677993,136970943,45768714,47157539
2024012811,45950140,175500411,26703802,433668545,144947415,35585857,14123246,31616272,10679250,137000187,53772416,42745992
2024012823,59249692,154354218,57363727,433705698,162725283,35585885,14132037,31648624,1196695,144307313,45769653,42780345
2024012911,59250172,154416646,57380318,433719073,162757738,22909908,14142398,31669942,10681648,144315111,53773247,42798789
2024012923,45952505,175641325,26795964,422035751,162862594,22930861,23422811,40544131,1198189,144325460,45771311,47236155
2024013011,45953089,175663228,57424931,433840652,162912647,22930977,23424163,40555345,1198517,144328643,45771815,47241237
